id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C06015,Nom_6015,Prenom_6015,client6015@email.com,2002-05-15,Homme,TNG,+212649979875,2023-11-16,Social
C06016,Nom_6016,Prenom_6016,client6016@email.com,1973-05-15,Femme,rbat,+212669752859,2024-03-07,Social
C06017,Nom_6017,Prenom_6017,client6017@email.com,1981-05-15,f,casa,+212663717766,2024-09-02,Paid
C06018,Nom_6018,Prenom_6018,client6018@email.com,2001-05-15,Homme,TANGER,+212623079789,2023-04-04,Organic
C06019,Nom_6019,Prenom_6019,client6019@email.com,2030-05-15,m,casa,+212659993165,2024-06-04,Direct
C06020,Nom_6020,Prenom_6020,client6020@email.com,1959-05-15,Femme,cbl,+212668804143,2023-04-21,Direct
C06021,Nom_6021,Prenom_6021,client6021@email.com,1989-05-15,Homme,cbl,+212628265075,2024-05-16,Social
C06022,Nom_6022,Prenom_6022,client6022@email.com,1981-05-15,f,CASABLANCA,+212673126794,2024-05-17,Social
C06023,Nom_6023,Prenom_6023,client6023@email.com,1997-05-15,1,rbat,+212689508368,2023-07-03,Paid
C06024,Nom_6024,Prenom_6024,client6024@email.com,1986-05-15,f,TANGER,+212632224320,2023-01-04,Paid
C06025,Nom_6025,Prenom_6025,client6025@email.com,1979-05-15,Femme,rbat,+212685190673,2023-11-30,Direct
C06026,Nom_6026,Prenom_6026,client6026@email.com,1953-05-15,m,CASABLANCA,+212639102733,2024-01-07,Organic
C06027,Nom_6027,Prenom_6027,client6027@email.com,1991-05-15,f,TNG,+212678389199,2023-01-10,Paid
C06028,Nom_6028,Prenom_6028,client6028@email.com,1963-05-15,m,Tnja,+212653449295,2023-08-21,Social
C06029,Nom_6029,Prenom_6029,client6029@email.com,2001-05-15,f,tanger,+212642620379,2023-04-05,Social
C06030,Nom_6030,Prenom_6030,client6030@email.com,1993-05-15,m,tanger,+212659205442,2024-02-26,Paid
C06031,Nom_6031,Prenom_6031,client6031@email.com,1969-05-15,1,Tnja,+212687970686,2023-05-12,Direct
C06032,Nom_6032,Prenom_6032,client6032@email.com,1963-05-15,f,tanger,+212665600666,2023-01-23,Paid
C06033,Nom_6033,Prenom_6033,client6033@email.com,1953-05-15,m,RABAT,+212624865546,2024-07-31,Direct
C06034,Nom_6034,Prenom_6034,client6034@email.com,1965-05-15,f,tanger,+212692484733,2024-04-14,Direct
C06035,Nom_6035,Prenom_6035,client6035email.com,1989-05-15,Homme,Tnja,+212640072849,2024-03-26,Social
C06036,Nom_6036,Prenom_6036,client6036@email.com,1982-05-15,f,cbl,+212621635794,2024-04-05,Social
C06037,Nom_6037,Prenom_6037,client6037@email.com,1960-05-15,m,tanger,+212619588772,2024-05-04,Social
C06038,Nom_6038,Prenom_6038,client6038@email.com,1965-05-15,m,TANGER,+212628871565,2024-10-08,Direct
C06039,Nom_6039,Prenom_6039,client6039@email.com,1963-05-15,Homme,cbl,+212627422327,2024-05-05,Paid
C06040,Nom_6040,Prenom_6040,client6040@email.com,1980-05-15,m,Agadir,+212649874032,2023-09-02,Paid
C06041,Nom_6041,Prenom_6041,client6041@email.com,1973-05-15,0,cbl,+212620116849,2023-12-29,Direct
C06042,Nom_6042,Prenom_6042,client6042@email.com,1978-05-15,Homme,Tnja,+212683151995,2023-08-26,Paid
C06043,Nom_6043,Prenom_6043,client6043@email.com,1974-05-15,Homme,casa,+212651323257,2024-02-01,Organic
C06044,Nom_6044,Prenom_6044,client6044@email.com,1961-05-15,m,CASABLANCA,+212629804457,2024-02-13,Paid
C06045,Nom_6045,Prenom_6045,client6045@email.com,1951-05-15,1,RABAT,+212693261966,2023-04-10,Direct
C06046,Nom_6046,Prenom_6046,client6046@email.com,1988-05-15,f,Agadir,+212687170836,2023-06-12,Organic
C06047,Nom_6047,Prenom_6047,client6047@email.com,1966-05-15,Femme,TANGER,+212698838645,2023-08-21,Social
C06048,Nom_6048,Prenom_6048,client6048@email.com,1982-05-15,Femme,casa,+212643356638,2023-04-01,Organic
C06049,Nom_6049,Prenom_6049,client6049@email.com,1972-05-15,Homme,tanger,+212638287739,2024-11-08,Social
C06050,Nom_6050,Prenom_6050,client6050@email.com,1951-05-15,f,rbat,+212687303658,2023-05-19,Organic
C06051,Nom_6051,Prenom_6051,client6051@email.com,1979-05-15,Homme,TNG,+212689154750,2023-09-28,Paid
C06052,Nom_6052,Prenom_6052,client6052@email.com,1986-05-15,0,rbat,+212688903369,2024-09-29,Social
C06053,Nom_6053,Prenom_6053,client6053@email.com,1983-05-15,f,cbl,+212671569104,2024-07-16,Organic
C06054,Nom_6054,Prenom_6054,client6054@email.com,1970-05-15,Femme,cbl,+212662047732,2024-04-30,Paid
C06055,Nom_6055,Prenom_6055,client6055@email.com,1986-05-15,f,Tnja,+212631967115,2024-04-05,Organic
C06056,Nom_6056,Prenom_6056,client6056@email.com,1988-05-15,Femme,Tnja,+212659831194,2024-07-08,Direct
C06057,Nom_6057,Prenom_6057,client6057@email.com,1970-05-15,Homme,Agadir,+212691922250,2023-10-31,Paid
C06058,Nom_6058,Prenom_6058,client6058@email.com,1958-05-15,m,Tnja,+212612060144,2024-05-23,Direct
C06059,Nom_6059,Prenom_6059,client6059@email.com,1965-05-15,m,RABAT,+212692659042,2023-01-20,Direct
C06060,Nom_6060,Prenom_6060,client6060@email.com,1969-05-15,0,TANGER,+212653419104,2024-07-13,Paid
C06061,Nom_6061,Prenom_6061,client6061@email.com,1991-05-15,1,tanger,+212673328388,2024-01-30,Paid
C06062,Nom_6062,Prenom_6062,client6062@email.com,1969-05-15,Homme,cbl,+212663491818,2023-09-06,Organic
C06063,Nom_6063,Prenom_6063,client6063@email.com,1976-05-15,1,CASABLANCA,+212612680539,2023-10-28,Paid
C06064,Nom_6064,Prenom_6064,client6064@email.com,2005-05-15,1,cbl,+212694878461,2023-09-23,Social
C06065,Nom_6065,Prenom_6065,client6065@email.com,1967-05-15,f,cbl,+212699951520,2023-03-04,Paid
C06066,Nom_6066,Prenom_6066,client6066@email.com,1977-05-15,1,casa,+212685841135,2023-01-05,Social
C06067,Nom_6067,Prenom_6067,client6067@email.com,1956-05-15,1,casa,+212661746595,2023-12-04,Paid
C06068,Nom_6068,Prenom_6068,client6068@email.com,1956-05-15,Femme,Tnja,+212685889270,2024-05-26,Social
C06069,Nom_6069,Prenom_6069,client6069@email.com,1954-05-15,f,TNG,+212634433477,2023-02-27,Organic
C06070,Nom_6070,Prenom_6070,client6070@email.com,1989-05-15,1,Agadir,+212642651542,2023-07-29,Organic
C06071,Nom_6071,Prenom_6071,client6071@email.com,1985-05-15,f,Tnja,+212661844667,2023-08-10,Paid
C06072,Nom_6072,Prenom_6072,client6072@email.com,1994-05-15,Femme,cbl,+212672888244,2023-02-21,Social
C06073,Nom_6073,Prenom_6073,client6073@email.com,1998-05-15,1,CASABLANCA,+212664591056,2024-07-14,Organic
C06074,Nom_6074,Prenom_6074,client6074@email.com,1994-05-15,m,RABAT,+212614258393,2024-08-23,Social
C06075,Nom_6075,Prenom_6075,client6075@,1992-05-15,Femme,rbat,+212633570703,2023-07-30,Direct
C06076,Nom_6076,Prenom_6076,client6076@email.com,1986-05-15,0,rbat,+212634579208,2024-03-07,Paid
C06077,Nom_6077,Prenom_6077,client6077@email.com,1951-05-15,Femme,cbl,+212674302295,2024-07-27,Direct
C06078,Nom_6078,Prenom_6078,client6078@email.com,1987-05-15,m,TNG,+212682528246,2023-12-31,Social
C06079,Nom_6079,Prenom_6079,client6079@email.com,1998-05-15,0,TNG,+212618440630,2024-01-16,Organic
C06080,Nom_6080,Prenom_6080,client6080@email.com,1953-05-15,1,TNG,+212629624024,2023-10-17,Paid
C06081,Nom_6081,Prenom_6081,client6081@email.com,1971-05-15,Homme,tanger,+212618931947,2024-04-03,Social
C06082,Nom_6082,Prenom_6082,client6082@email.com,1982-05-15,f,TANGER,+212611184416,2023-10-14,Organic
C06083,Nom_6083,Prenom_6083,client6083@email.com,1987-05-15,0,RABAT,+212616296596,2023-07-22,Social
C06084,Nom_6084,Prenom_6084,client6084@email.com,1950-05-15,Homme,TNG,+212620045816,2023-07-14,Direct
C06085,Nom_6085,Prenom_6085,client6085@email.com,1957-05-15,f,cbl,+212612720580,2023-11-10,Social
C06086,Nom_6086,Prenom_6086,client6086@email.com,2030-05-15,1,tanger,+212649063096,2024-01-05,Paid
C06087,Nom_6087,Prenom_6087,client6087@email.com,1988-05-15,m,TANGER,+212615177239,2023-01-04,Paid
C06088,Nom_6088,Prenom_6088,client6088@email.com,1965-05-15,1,CASABLANCA,+212674778319,2023-09-09,Social
C06089,Nom_6089,Prenom_6089,client6089@email.com,1977-05-15,Femme,casa,+212691377455,2024-11-17,Organic
C06090,Nom_6090,Prenom_6090,client6090@email.com,1950-05-15,Femme,RABAT,+212641006109,2023-01-27,Organic
C06091,Nom_6091,Prenom_6091,client6091@email.com,1986-05-15,Femme,Agadir,+212634510405,2023-05-11,Direct
C06092,Nom_6092,Prenom_6092,client6092@,2004-05-15,f,casa,+212625585617,2023-12-03,Social
C06093,Nom_6093,Prenom_6093,client6093@email.com,1962-05-15,f,cbl,+212663171578,2023-06-16,Direct
C06094,Nom_6094,Prenom_6094,client6094@email.com,1977-05-15,Femme,casa,+212690880559,2024-01-15,Paid
C06095,Nom_6095,Prenom_6095,client6095@email.com,1978-05-15,Homme,TNG,+212635080613,2023-09-03,Paid
C06096,Nom_6096,Prenom_6096,client6096@email.com,1973-05-15,0,cbl,+212636591083,2023-12-27,Organic
C06097,Nom_6097,Prenom_6097,client6097@email.com,1976-05-15,m,RABAT,+212635985810,2023-04-11,Paid
C06098,Nom_6098,Prenom_6098,client6098@email.com,1967-05-15,1,TANGER,+212633992113,2024-02-11,Direct
C06099,Nom_6099,Prenom_6099,client6099@email.com,1979-05-15,f,RABAT,+212688261172,2023-03-15,Direct
C06100,Nom_6100,Prenom_6100,client6100@email.com,1995-05-15,1,Agadir,+212615993166,2023-02-25,Paid
C06101,Nom_6101,Prenom_6101,client6101@email.com,1989-05-15,1,RABAT,+212664760752,2023-09-22,Direct
C06102,Nom_6102,Prenom_6102,client6102@email.com,1962-05-15,1,casa,+212689474700,2023-11-24,Social
C06103,Nom_6103,Prenom_6103,client6103@email.com,1994-05-15,0,casa,+212640529484,2023-12-30,Organic
C06104,Nom_6104,Prenom_6104,client6104@email.com,1978-05-15,f,RABAT,+212680441292,2023-01-20,Paid
C06105,Nom_6105,Prenom_6105,client6105@email.com,1971-05-15,Femme,TNG,+212651533352,2023-10-17,Paid
C06106,Nom_6106,Prenom_6106,client6106@email.com,1985-05-15,f,TNG,+212649013590,2023-05-03,Paid
C06107,Nom_6107,Prenom_6107,client6107@email.com,1955-05-15,Femme,Tnja,+212690233926,2023-01-19,Paid
C06108,Nom_6108,Prenom_6108,client6108@email.com,1976-05-15,1,Agadir,+212660361190,2023-10-04,Direct
C06109,Nom_6109,Prenom_6109,client6109@email.com,1982-05-15,Homme,rbat,+212645681246,2024-07-19,Organic
C06110,Nom_6110,Prenom_6110,client6110@email.com,1951-05-15,m,CASABLANCA,+212677777521,2023-04-27,Direct
C06111,Nom_6111,Prenom_6111,client6111@email.com,1966-05-15,Femme,RABAT,+212644840347,2024-07-04,Paid
C06112,Nom_6112,Prenom_6112,client6112@email.com,2000-05-15,Femme,Tnja,+212666745866,2023-08-24,Social
C06113,Nom_6113,Prenom_6113,client6113@email.com,1986-05-15,f,casa,+212682806023,2023-02-25,Paid
C06114,Nom_6114,Prenom_6114,client6114@email.com,1987-05-15,0,casa,+212694879807,2024-08-01,Direct
C06115,Nom_6115,Prenom_6115,client6115@email.com,1957-05-15,m,rbat,+212672434885,2023-07-26,Social
C06116,Nom_6116,Prenom_6116,client6116@email.com,1979-05-15,f,RABAT,+212642079990,2024-04-16,Organic
C06117,Nom_6117,Prenom_6117,client6117@email.com,1996-05-15,f,Tnja,+212611252223,2023-12-28,Paid
C06118,Nom_6118,Prenom_6118,client6118@email.com,2030-05-15,f,RABAT,+212619851445,2024-08-21,Organic
C06119,Nom_6119,Prenom_6119,client6119@email.com,1993-05-15,m,Tnja,+212689976888,2024-11-19,Organic
C06120,Nom_6120,Prenom_6120,client6120@email.com,1950-05-15,1,cbl,+212640603106,2023-07-04,Organic
C06121,Nom_6121,Prenom_6121,client6121@email.com,1952-05-15,1,Agadir,+212614589267,2024-04-04,Paid
C06122,Nom_6122,Prenom_6122,client6122@email.com,1955-05-15,Femme,TANGER,+212645774787,2023-09-07,Paid
C06123,Nom_6123,Prenom_6123,client6123@email.com,1850-05-15,0,casa,+212644356599,2023-10-19,Paid
C06124,Nom_6124,Prenom_6124,client6124@email.com,1995-05-15,1,tanger,+212671758711,2024-07-11,Direct
C06125,Nom_6125,Prenom_6125,client6125@email.com,1959-05-15,m,TNG,+212692704068,2024-10-20,Paid
C06126,Nom_6126,Prenom_6126,client6126@email.com,2004-05-15,m,rbat,+212677499606,2023-05-09,Direct
C06127,Nom_6127,Prenom_6127,client6127@email.com,1975-05-15,1,Tnja,+212612915589,2023-11-08,Social
C06128,Nom_6128,Prenom_6128,client6128@email.com,1999-05-15,0,TANGER,+212621783820,2024-05-11,Paid
C06129,Nom_6129,Prenom_6129,client6129@email.com,1984-05-15,1,Tnja,+212683692418,2023-05-29,Direct
C06130,Nom_6130,Prenom_6130,client6130@email.com,1982-05-15,1,CASABLANCA,+212633060135,2023-07-27,Paid
C06131,Nom_6131,Prenom_6131,client6131@email.com,1964-05-15,Femme,TANGER,+212645718069,2024-10-11,Paid
C06132,Nom_6132,Prenom_6132,client6132@email.com,2000-05-15,0,CASABLANCA,+212626533528,2023-11-17,Direct
C06133,Nom_6133,Prenom_6133,client6133@email.com,1996-05-15,0,CASABLANCA,+212637165509,2023-03-29,Social
C06134,Nom_6134,Prenom_6134,client6134@email.com,1968-05-15,1,rbat,+212622162522,2023-05-02,Direct
C06135,Nom_6135,Prenom_6135,client6135@email.com,1958-05-15,Homme,TANGER,+212677621373,2024-07-17,Social
C06136,Nom_6136,Prenom_6136,client6136@email.com,2002-05-15,f,tanger,+212611227181,2023-11-01,Organic
C06137,Nom_6137,Prenom_6137,client6137@email.com,1955-05-15,m,TANGER,+212626691203,2023-05-15,Organic
C06138,Nom_6138,Prenom_6138,client6138@email.com,1997-05-15,m,TNG,+212658812252,2023-12-03,Social
C06139,Nom_6139,Prenom_6139,client6139@email.com,1991-05-15,Femme,CASABLANCA,+212632955216,2023-04-25,Social
C06140,Nom_6140,Prenom_6140,client6140@email.com,1955-05-15,Homme,Agadir,+212665737707,2023-08-29,Social
C06141,Nom_6141,Prenom_6141,client6141@email.com,1979-05-15,m,Agadir,+212647388096,2024-02-11,Direct
C06142,Nom_6142,Prenom_6142,client6142@email.com,1962-05-15,0,rbat,+212672726169,2023-06-16,Direct
C06143,Nom_6143,Prenom_6143,client6143@email.com,1990-05-15,0,casa,+212636642166,2023-07-12,Paid
C06144,Nom_6144,Prenom_6144,client6144@email.com,1961-05-15,Homme,Agadir,+212628569544,2023-12-09,Social
C06145,Nom_6145,Prenom_6145,client6145@email.com,1990-05-15,1,RABAT,+212682420600,2024-09-07,Direct
C06146,Nom_6146,Prenom_6146,client6146@email.com,1979-05-15,Homme,tanger,+212656055459,2023-05-15,Organic
C06147,Nom_6147,Prenom_6147,client6147@email.com,1996-05-15,Homme,CASABLANCA,+212682959479,2024-04-10,Paid
C06148,Nom_6148,Prenom_6148,client6148@email.com,1974-05-15,0,Tnja,+212642067903,2024-11-17,Paid
C06149,Nom_6149,Prenom_6149,client6149@email.com,1960-05-15,Homme,Agadir,+212627283366,2024-11-07,Organic
C06150,Nom_6150,Prenom_6150,client6150@email.com,1962-05-15,Homme,rbat,+212682719778,2023-05-12,Social
C06151,Nom_6151,Prenom_6151,client6151@email.com,1982-05-15,1,tanger,+212617305416,2023-09-08,Social
C06152,Nom_6152,Prenom_6152,client6152@email.com,1954-05-15,0,Tnja,+212611059239,2024-11-08,Social
C06153,Nom_6153,Prenom_6153,client6153@email.com,1954-05-15,f,TANGER,+212623006255,2023-01-04,Direct
C06154,Nom_6154,Prenom_6154,client6154@email.com,1991-05-15,Homme,TANGER,+212647833927,2024-04-30,Paid
C06155,Nom_6155,Prenom_6155,client6155@email.com,1959-05-15,m,Agadir,+212667386206,2024-10-14,Organic
C06156,Nom_6156,Prenom_6156,client6156@email.com,1974-05-15,Homme,TANGER,+212620935305,2024-07-31,Organic
C06157,Nom_6157,Prenom_6157,client6157@email.com,1963-05-15,Homme,cbl,+212617959605,2024-02-29,Paid
C06158,Nom_6158,Prenom_6158,client6158@email.com,1964-05-15,1,Agadir,+212616618754,2024-09-13,Social
C06159,Nom_6159,Prenom_6159,client6159@email.com,1963-05-15,Homme,Tnja,+212675888784,2023-07-15,Social
C06160,Nom_6160,Prenom_6160,client6160@email.com,1988-05-15,f,RABAT,+212646715788,2024-10-11,Paid
C06161,Nom_6161,Prenom_6161,client6161@email,1982-05-15,0,tanger,+212679906415,2023-10-12,Social
C06162,Nom_6162,Prenom_6162,client6162@email.com,1950-05-15,0,TANGER,+212639362148,2024-01-21,Paid
C06163,Nom_6163,Prenom_6163,client6163@email.com,1966-05-15,f,CASABLANCA,+212634538658,2023-02-22,Paid
C06164,Nom_6164,Prenom_6164,client6164@email.com,2000-05-15,m,TNG,+212668381603,2024-08-07,Paid
C06165,Nom_6165,Prenom_6165,client6165@email.com,1995-05-15,m,RABAT,+212647312502,2023-02-05,Organic
C06166,Nom_6166,Prenom_6166,client6166@email.com,1953-05-15,f,tanger,+212656508741,2024-07-09,Direct
C06167,Nom_6167,Prenom_6167,client6167@email.com,2003-05-15,Homme,tanger,+212643347947,2023-11-06,Social
C06168,Nom_6168,Prenom_6168,client6168@email.com,1959-05-15,1,rbat,+212699721924,2024-11-25,Direct
C06169,Nom_6169,Prenom_6169,client6169@email.com,1951-05-15,Homme,CASABLANCA,+212690740335,2023-01-07,Direct
C06170,Nom_6170,Prenom_6170,client6170@email.com,1960-05-15,Homme,CASABLANCA,+212658905970,2024-02-06,Direct
C06171,Nom_6171,Prenom_6171,client6171@email.com,1971-05-15,Femme,rbat,+212643320609,2023-10-17,Paid
C06172,Nom_6172,Prenom_6172,client6172@email.com,1976-05-15,m,rbat,+212661018700,2024-03-10,Social
C06173,Nom_6173,Prenom_6173,client6173@email.com,2005-05-15,m,CASABLANCA,+212677123781,2024-07-05,Paid
C06174,Nom_6174,Prenom_6174,client6174@email.com,1995-05-15,m,cbl,+212657378375,2023-11-05,Direct
C06175,Nom_6175,Prenom_6175,client6175@email.com,1976-05-15,1,rbat,+212645186991,2024-06-03,Organic
C06176,Nom_6176,Prenom_6176,client6176@email.com,1997-05-15,0,rbat,+212673920559,2024-02-01,Social
C06177,Nom_6177,Prenom_6177,client6177@email.com,1985-05-15,m,casa,+212666869201,2024-09-22,Direct
C06178,Nom_6178,Prenom_6178,client6178@email.com,1956-05-15,0,cbl,+212652897024,2024-04-11,Social
C06179,Nom_6179,Prenom_6179,client6179@email.com,1975-05-15,1,Agadir,+212691424245,2024-08-27,Organic
C06180,Nom_6180,Prenom_6180,client6180@email.com,1965-05-15,f,cbl,+212620857596,2024-05-05,Organic
C06181,Nom_6181,Prenom_6181,client6181@email.com,1975-05-15,f,rbat,+212631961528,2024-03-10,Organic
C06182,Nom_6182,Prenom_6182,client6182@email.com,1959-05-15,Homme,TNG,+212616266620,2023-05-15,Social
C06183,Nom_6183,Prenom_6183,client6183@email.com,1957-05-15,0,TANGER,+212699954116,2024-01-17,Organic
C06184,Nom_6184,Prenom_6184,client6184@email.com,1980-05-15,m,tanger,+212635034238,2024-02-26,Social
C06185,Nom_6185,Prenom_6185,client6185@email.com,2003-05-15,f,Agadir,+212629634302,2023-08-21,Paid
C06186,Nom_6186,Prenom_6186,client6186@email.com,1978-05-15,Femme,Tnja,+212644657463,2023-07-06,Social
C06187,Nom_6187,Prenom_6187,client6187@email.com,2000-05-15,Femme,TNG,+212641271142,2024-11-04,Organic
C06188,Nom_6188,Prenom_6188,client6188@email.com,1991-05-15,Femme,TANGER,+212654268816,2023-06-04,Direct
C06189,Nom_6189,Prenom_6189,client6189@email.com,1966-05-15,Homme,Tnja,+212694039431,2024-08-03,Direct
C06190,Nom_6190,Prenom_6190,client6190@email.com,1979-05-15,Femme,TANGER,+212628920259,2024-04-26,Paid
C06191,Nom_6191,Prenom_6191,client6191@email.com,1988-05-15,m,TNG,+212640736356,2024-03-25,Paid
C06192,Nom_6192,Prenom_6192,client6192@email.com,1972-05-15,Femme,Tnja,+212622173751,2023-01-23,Social
C06193,Nom_6193,Prenom_6193,client6193@email.com,1969-05-15,0,TNG,+212677886994,2024-07-22,Direct
C06194,Nom_6194,Prenom_6194,client6194@email.com,1950-05-15,m,CASABLANCA,+212653061959,2023-03-06,Social
C06195,Nom_6195,Prenom_6195,client6195@email.com,2005-05-15,f,casa,+212675269629,2023-04-02,Social
C06196,Nom_6196,Prenom_6196,client6196@email.com,1983-05-15,Femme,RABAT,+212681895822,2023-12-03,Social
C06197,Nom_6197,Prenom_6197,client6197@email.com,2003-05-15,Homme,TNG,+212643426225,2023-04-11,Social
C06198,Nom_6198,Prenom_6198,client6198@email.com,1992-05-15,Homme,Tnja,+212686882757,2024-10-06,Direct
C06199,Nom_6199,Prenom_6199,client6199@email.com,1991-05-15,Femme,CASABLANCA,+212661808523,2024-04-07,Organic
C06200,Nom_6200,Prenom_6200,client6200@email.com,1969-05-15,1,TANGER,+212652164376,2024-03-22,Paid
C06201,Nom_6201,Prenom_6201,client6201@email.com,1958-05-15,Femme,rbat,+212668107316,2023-04-03,Direct
C06202,Nom_6202,Prenom_6202,client6202@email.com,1972-05-15,m,RABAT,+212626773088,2024-09-09,Social
C06203,Nom_6203,Prenom_6203,client6203@email.com,1952-05-15,m,cbl,+212631533528,2023-01-18,Paid
C06204,Nom_6204,Prenom_6204,client6204@email.com,1994-05-15,Homme,rbat,+212643970290,2023-06-18,Paid
C06205,Nom_6205,Prenom_6205,client6205@email.com,1973-05-15,f,TNG,+212673394279,2023-10-07,Social
C06206,Nom_6206,Prenom_6206,client6206@email.com,1974-05-15,Femme,rbat,+212625575160,2024-08-01,Organic
C06207,Nom_6207,Prenom_6207,client6207@email.com,1990-05-15,Femme,TANGER,+212636779101,2024-04-10,Organic
C06208,Nom_6208,Prenom_6208,client6208@email.com,1969-05-15,1,tanger,+212687534932,2024-04-30,Direct
C06209,Nom_6209,Prenom_6209,client6209@email.com,1987-05-15,Femme,TNG,+212697703992,2023-01-12,Direct
C06210,Nom_6210,Prenom_6210,client6210@email.com,1972-05-15,Homme,RABAT,+212650816458,2024-08-15,Social
C06211,Nom_6211,Prenom_6211,client6211@email.com,2003-05-15,f,RABAT,+212673023967,2024-07-01,Organic
C06212,Nom_6212,Prenom_6212,client6212@email.com,1951-05-15,0,tanger,+212679805576,2024-08-10,Direct
C06213,Nom_6213,Prenom_6213,client6213@email.com,1956-05-15,m,RABAT,+212613076163,2024-03-23,Organic
C06214,Nom_6214,Prenom_6214,client6214@email.com,1981-05-15,f,Tnja,+212641063027,2024-01-21,Organic
C06215,Nom_6215,Prenom_6215,client6215@email.com,2001-05-15,0,tanger,+212659339451,2023-05-23,Paid
C06216,Nom_6216,Prenom_6216,client6216@email.com,1956-05-15,Femme,Agadir,+212652428295,2023-09-18,Direct
C06217,Nom_6217,Prenom_6217,client6217@email.com,2000-05-15,1,rbat,+212665568834,2024-03-26,Organic
C06218,Nom_6218,Prenom_6218,client6218@email.com,1951-05-15,0,rbat,+212614765907,2024-09-09,Social
C06219,Nom_6219,Prenom_6219,client6219@,1992-05-15,m,tanger,+212682381396,2023-03-28,Direct
C06220,Nom_6220,Prenom_6220,client6220@email.com,2003-05-15,f,CASABLANCA,+212622924699,2023-09-02,Direct
C06221,Nom_6221,Prenom_6221,client6221@email.com,1989-05-15,f,RABAT,+212672275029,2023-05-05,Paid
C06222,Nom_6222,Prenom_6222,client6222@email.com,1850-05-15,f,RABAT,+212626973888,2024-05-12,Social
C06223,Nom_6223,Prenom_6223,client6223@email.com,1850-05-15,Femme,tanger,+212691328372,2023-11-04,Direct
C06224,Nom_6224,Prenom_6224,client6224@email.com,1850-05-15,Femme,rbat,+212687838991,2023-03-18,Direct
C06225,Nom_6225,Prenom_6225,client6225@email.com,1995-05-15,0,TANGER,+212688361107,2023-07-11,Social
C06226,Nom_6226,Prenom_6226,client6226@email.com,1979-05-15,0,rbat,+212697850747,2024-08-26,Direct
C06227,Nom_6227,Prenom_6227,client6227@email.com,1983-05-15,1,TANGER,+212697334614,2023-12-10,Paid
C06228,Nom_6228,Prenom_6228,client6228@email.com,1993-05-15,0,casa,+212688923970,2024-07-25,Social
C06229,Nom_6229,Prenom_6229,client6229@email.com,1958-05-15,f,Tnja,+212674175150,2023-04-09,Social
C06230,Nom_6230,Prenom_6230,client6230@email.com,2002-05-15,m,TANGER,+212681625528,2023-02-05,Social
C06231,Nom_6231,Prenom_6231,client6231@email.com,1991-05-15,Homme,CASABLANCA,+212665273760,2023-07-04,Organic
C06232,Nom_6232,Prenom_6232,client6232@email.com,1961-05-15,1,tanger,+212649363358,2024-05-30,Organic
C06233,Nom_6233,Prenom_6233,client6233@email.com,1958-05-15,Homme,cbl,+212623608924,2024-11-17,Direct
C06234,Nom_6234,Prenom_6234,client6234@email.com,1959-05-15,1,rbat,+212691111483,2023-06-25,Paid
C06235,Nom_6235,Prenom_6235,client6235@email.com,1973-05-15,1,TNG,+212641460092,2023-02-10,Paid
C06236,Nom_6236,Prenom_6236,client6236@email,1994-05-15,m,Agadir,+212640767447,2023-02-12,Paid
C06237,Nom_6237,Prenom_6237,client6237@email.com,1964-05-15,f,cbl,+212619938635,2023-05-06,Social
C06238,Nom_6238,Prenom_6238,client6238@email.com,2003-05-15,f,rbat,+212682611221,2024-06-13,Direct
C06239,Nom_6239,Prenom_6239,client6239@email.com,2000-05-15,f,tanger,+212672616638,2023-08-05,Direct
C06240,Nom_6240,Prenom_6240,client6240@email.com,1997-05-15,m,rbat,+212666329860,2023-01-26,Organic
C06241,Nom_6241,Prenom_6241,client6241@email.com,1967-05-15,f,RABAT,+212635434035,2023-09-13,Organic
C06242,Nom_6242,Prenom_6242,client6242@email.com,1994-05-15,Femme,RABAT,+212668689934,2023-06-27,Direct
C06243,Nom_6243,Prenom_6243,client6243@email.com,1976-05-15,1,CASABLANCA,+212690603209,2024-04-06,Organic
C06244,Nom_6244,Prenom_6244,client6244@email.com,1981-05-15,1,RABAT,+212622028521,2024-07-07,Social
C06245,Nom_6245,Prenom_6245,client6245@email.com,1954-05-15,Femme,rbat,+212639755002,2023-09-14,Paid
C06246,Nom_6246,Prenom_6246,client6246@email.com,2004-05-15,Femme,cbl,+212619571831,2023-09-26,Direct
C06247,Nom_6247,Prenom_6247,client6247@email.com,1987-05-15,Femme,TNG,+212698685896,2024-05-20,Social
C06248,Nom_6248,Prenom_6248,client6248@email.com,1992-05-15,Homme,Tnja,+212681196824,2023-07-30,Organic
C06249,Nom_6249,Prenom_6249,client6249@email.com,1952-05-15,0,cbl,+212644075030,2024-01-15,Organic
C06250,Nom_6250,Prenom_6250,client6250@email,1986-05-15,0,TANGER,+212635468391,2024-11-04,Paid
C06251,Nom_6251,Prenom_6251,client6251@email.com,1958-05-15,0,cbl,+212617958108,2023-01-17,Paid
C06252,Nom_6252,Prenom_6252,client6252@email.com,2004-05-15,Homme,tanger,+212696341499,2023-08-22,Paid
C06253,Nom_6253,Prenom_6253,client6253@email.com,1955-05-15,0,casa,+212668463044,2023-12-13,Organic
C06254,Nom_6254,Prenom_6254,client6254@email.com,1970-05-15,Homme,CASABLANCA,+212619717215,2023-02-07,Paid
